Orthogroup,Arabidopsis,Cucumis,Nicotiana,Solanum
OG0008743,AT1G52155.1,MELO3C024267T1,NIOBTv3_g04143.t1,Solyc03g120830.3.1
OG0008744,AT1G64980.1,MELO3C003305T1,NIOBTv3_g23120.t1,Solyc06g066800.2.1
OG0008745,AT1G18440.1,MELO3C002080T1,NIOBTv3_g31745.t1,Solyc12g037970.2.1
OG0008748,AT1G70070.1,MELO3C002933T1,NIOBTv3_g20667.t1,Solyc05g006530.4.1
OG0008750,AT1G27410.1,MELO3C018779T1,NIOBTv3_g33660.t1,Solyc07g053210.3.1
OG0008751,AT1G55760.1,MELO3C013212T1,NIOBTv3_g40374.t1,Solyc07g065930.3.1
OG0008752,AT1G69440.1,MELO3C012127T1,NIOBTv3_g16641.t1,Solyc01g010970.3.1
OG0008753,AT1G46480.1,MELO3C010841T1,NIOBTv3_g04084.t1,Solyc04g078650.4.1
OG0008754,AT1G08470.1,MELO3C017383T1,NIOBTv3_g42163.t1,Solyc11g071800.2.1
OG0008755,AT1G54780.1,MELO3C004307T1,NIOBTv3_g29479.t1,Solyc01g098640.3.1
OG0008757,AT1G14140.1,MELO3C012116T1,NIOBTv3_g34079.t1,Solyc05g007730.4.1
OG0008758,AT1G13570.1,MELO3C012185T1,NIOBTv3_g22147.t1,Solyc04g005900.3.1
OG0008759,AT1G18680.1,MELO3C017197T1,NIOBTv3_g31612.t1,Solyc12g036250.2.1
OG0008760,AT1G70160.1,MELO3C012029T1,NIOBTv3_g24486.t1,Solyc05g006400.2.1
OG0008763,AT1G28680.1,MELO3C007232T1,NIOBTv3_g39929.t1,Solyc04g079720.4.1
OG0008765,AT1G45474.1,MELO3C010859T1,NIOBTv3_g27397.t1,Solyc07g022900.4.1
OG0008769,AT1G54850.1,MELO3C004283T1,NIOBTv3_g11879.t1,Solyc01g098810.4.1
OG0008771,AT1G08520.1,MELO3C014571T1,NIOBTv3_g32557.t1,Solyc04g015490.4.1
OG0008775,AT1G08560.1,MELO3C008794T1,NIOBTv3_g06568.t1,Solyc06g053760.3.1
OG0008777,AT1G08580.1,MELO3C006770T1,NIOBTv3_g19359.t1,Solyc03g096960.3.1
OG0008779,AT1G30320.1,MELO3C007106T1,NIOBTv3_g24594.t1,Solyc08g045640.3.1
OG0008780,AT1G30360.1,MELO3C007100T1,NIOBTv3_g15965.t1,Solyc08g023440.3.1
OG0008784,AT1G79560.1,MELO3C019635T1,NIOBTv3_g18240.t1,Solyc02g079000.4.1
OG0008786,AT1G08070.1,MELO3C026641T1,NIOBTv3_g32502.t1,Solyc12g006575.1.1
OG0008788,AT1G16650.1,MELO3C010557T1,NIOBTv3_g04801.t1,Solyc07g066340.3.1
OG0008790,AT1G07985.1,MELO3C023979T1,NIOBTv3_g32282.t1,Solyc01g087180.4.1
OG0008791,AT1G72440.1,MELO3C024322T1,NIOBTv3_g39632.t1,Solyc03g123530.4.1
OG0008794,AT1G08030.1,MELO3C004897T1,NIOBTv3_g39669.t1,Solyc11g069520.2.1
OG0008795,AT1G30260.1,MELO3C007112T1,NIOBTv3_g41882.t1,Solyc11g020860.1.1
OG0008796,AT1G50020.1,MELO3C018026T1,NIOBTv3_g21772.t1,Solyc01g106790.3.1
OG0008797,AT1G22940.1,MELO3C022605T1,NIOBTv3_g24859.t1,Solyc01g103950.4.1
OG0008798,AT1G52920.1,MELO3C016713T1,NIOBTv3_g11262.t1,Solyc07g063310.3.1
OG0008802,AT1G19025.1,MELO3C023221T1,NIOBTv3_g05560.t1,Solyc11g006010.3.1
OG0008803,AT1G78530.1,MELO3C016679T1,NIOBTv3_g26234.t1,Solyc07g062040.3.1
OG0008806,AT1G18950.1,MELO3C017144T1,NIOBTv3_g37123.t1,Solyc03g113500.4.1
OG0008807,AT1G52620.1,MELO3C017894T1,NIOBTv3_g33913.t1,Solyc03g116560.1.1
OG0008815,AT1G19150.1,MELO3C015536T1,NIOBTv3_g10087.t1,Solyc12g009200.2.1
OG0008816,AT1G16720.1,MELO3C019564T1,NIOBTv3_g24159.t1,Solyc08g016080.3.1
OG0008823,AT1G75340.1,MELO3C010035T1,NIOBTv3_g04822.t1,Solyc12g009390.2.1
OG0008824,AT1G75350.1,MELO3C003811T1,NIOBTv3_g39155.t1,Solyc04g080630.4.1
OG0008825,AT1G49040.1,MELO3C002081T1,NIOBTv3_g09240.t1,Solyc03g119650.3.1
OG0008826,AT1G72550.1,MELO3C017266T1,NIOBTv3_g00922.t1,Solyc01g008310.4.1
OG0008827,AT1G49050.1,MELO3C002082T1,NIOBTv3_g09964.t1,Solyc06g069190.4.1
OG0008828,AT1G19130.1,MELO3C015534T1,NIOBTv3_g10085.t1,Solyc12g009180.2.1
OG0008830,AT1G64355.1,MELO3C005743T1,NIOBTv3_g31379.t1,Solyc08g008270.4.1
OG0008832,AT1G78560.1,MELO3C025675T1,NIOBTv3_g31363.t1,Solyc12g005410.2.1
OG0008834,AT1G70230.1,MELO3C012018T1,NIOBTv3_g22160.t1,Solyc01g008050.4.1
OG0008835,AT1G63930.1,MELO3C016342T1,NIOBTv3_g32972.t1,Solyc08g081520.1.1
OG0008840,AT1G73110.1,MELO3C023491T1,NIOBTv3_g06679.t1,Solyc03g117850.4.1
OG0008841,AT1G73050.1,MELO3C024300T1,NIOBTv3_g02769.t1,Solyc03g123820.2.1
OG0008842,AT1G73060.1,MELO3C023469T1,NIOBTv3_g23480.t1,Solyc06g068480.3.1
OG0008844,AT1G07745.1,MELO3C013672T1,NIOBTv3_g03030.t1,Solyc11g073220.3.1
OG0008848,AT1G14340.1,MELO3C012080T1,NIOBTv3_g15496.t1,Solyc05g007200.4.1
OG0008850,AT1G72160.1,MELO3C008068T1,NIOBTv3_g11682.t1,Solyc11g027880.2.1
OG0008853,AT1G78770.1,MELO3C008916T1,NIOBTv3_g26215.t1,Solyc12g014320.2.1
OG0008858,AT1G07645.1,MELO3C013690T1,NIOBTv3_g10244.t1,Solyc06g075990.4.1
OG0008859,AT1G75670.1,MELO3C003766T1,NIOBTv3_g05384.t1,Solyc05g054140.3.1
OG0008860,AT1G73020.1,MELO3C024406T1,NIOBTv3_g24201.t1,Solyc03g121350.3.1
OG0008861,AT1G75690.1,MELO3C003759T1,NIOBTv3_g38681.t1,Solyc04g081320.4.1
OG0008862,AT1G64080.1,MELO3C016332T1,NIOBTv3_g36113.t1,Solyc08g081710.3.1
OG0008863,AT1G75710.1,MELO3C003757T1,NIOBTv3_g34204.t1,Solyc04g081370.2.1
OG0008867,AT1G22930.1,MELO3C014361T1,NIOBTv3_g24863.t1,Solyc01g103990.3.1
OG0008868,AT1G19430.1,MELO3C003837T1,NIOBTv3_g29878.t1,Solyc04g080360.4.1
OG0008872,AT1G19485.1,MELO3C009457T1,NIOBTv3_g08194.t1,Solyc09g009710.4.1
OG0008876,AT1G63990.1,MELO3C005714T1,NIOBTv3_g16194.t1,Solyc08g081590.3.1
OG0008882,AT1G16540.1,MELO3C019661T1,NIOBTv3_g06058.t1,Solyc07g066480.3.1
OG0008885,AT1G52590.1,MELO3C017890T1,NIOBTv3_g33914.t1,Solyc03g116570.3.1
OG0008886,AT1G10330.1,MELO3C018828T1,NIOBTv3_g00935.t1,Solyc01g005790.1.1
OG0008888,AT1G10320.1,MELO3C016469T1,NIOBTv3_g31160.t1,Solyc01g103090.4.1
OG0008890,AT1G26100.1,MELO3C012207T1,NIOBTv3_g52556.t1,Solyc05g009950.3.1
OG0008896,AT1G02410.1,MELO3C017589T1,NIOBTv3_g03128.t1,Solyc05g012440.4.1
OG0008897,AT1G01510.1,MELO3C006085T1,NIOBTv3_g11842.t1,Solyc01g095040.3.1
OG0008902,AT1G33400.1,MELO3C002725T1,NIOBTv3_g35659.t1,Solyc03g095230.2.1
OG0008907,AT1G49975.1,MELO3C018528T1,NIOBTv3_g40958.t1,Solyc05g150152.1.1
OG0008908,AT1G33440.1,MELO3C022121T1,NIOBTv3_g03519.t1,Solyc11g042820.2.1
OG0008909,AT1G10280.1,MELO3C016476T1,NIOBTv3_g18083.t1,Solyc01g103150.3.1
OG0008912,AT1G80550.1,MELO3C023450T1,NIOBTv3_g41352.t1,Solyc03g112560.4.1
OG0008913,AT1G33420.1,MELO3C003278T1,NIOBTv3_g09107.t1,Solyc04g007270.3.1
OG0008915,AT1G78230.1,MELO3C003571T1,NIOBTv3_g07341.t1,Solyc04g074270.3.1
OG0008917,AT1G80710.1,MELO3C010252T1,NIOBTv3_g19933.t1,Solyc02g014460.4.1
OG0008918,AT1G31660.1,MELO3C024126T1,NIOBTv3_g20228.t1,Solyc07g056550.3.1
OG0008921,AT1G55280.1,MELO3C015045T1,NIOBTv3_g39544.t1,Solyc01g005930.3.1
OG0008923,AT1G21790.1,MELO3C010612T1,NIOBTv3_g08392.t1,Solyc01g079770.2.1
OG0008925,AT1G21780.1,MELO3C010619T1,NIOBTv3_g17717.t1,Solyc11g012840.2.1
OG0008927,AT1G01690.1,MELO3C006108T1,NIOBTv3_g09878.t1,Solyc01g094650.4.1
OG0008929,AT1G25530.1,MELO3C012222T1,NIOBTv3_g22222.t1,Solyc05g009700.4.1
OG0008937,AT1G02330.1,MELO3C005183T1,NIOBTv3_g17087.t1,Solyc01g068580.4.1
OG0008938,AT1G31730.1,MELO3C010526T1,NIOBTv3_g37359.t1,Solyc08g075310.4.1
OG0008939,AT1G30520.1,MELO3C007073T1,NIOBTv3_g05564.t1,Solyc02g069920.4.1
OG0008942,AT1G49820.1,MELO3C019550T1,NIOBTv3_g34334.t1,Solyc01g107550.3.1
OG0008943,AT1G26340.1,MELO3C011415T1,NIOBTv3_g25497.t1,Solyc05g012080.3.1
OG0008944,AT1G52500.2,MELO3C017842T1,NIOBTv3_g24084.t1,Solyc03g117510.4.1
OG0008946,AT1G72680.1,MELO3C005809T1,NIOBTv3_g09058.t1,Solyc12g055820.3.1
OG0008947,AT1G22060.1,MELO3C022819T1,NIOBTv3_g32031.t1,Solyc04g072630.4.1
OG0008948,AT1G10095.1,MELO3C008708T1,NIOBTv3_g10191.t1,Solyc01g111410.3.1
OG0008949,AT1G22040.1,MELO3C018662T1,NIOBTv3_g19803.t1,Solyc01g104980.4.1
OG0008950,AT1G64500.1,MELO3C005763T1,NIOBTv3_g15119.t1,Solyc08g082590.3.1
OG0008952,AT1G01120.1,MELO3C005986T1,NIOBTv3_g32913.t1,Solyc10g009240.3.1
OG0008958,AT1G30580.1,MELO3C002816T1,NIOBTv3_g05416.t1,Solyc02g023970.3.1
OG0008959,AT1G10030.1,MELO3C003481T1,NIOBTv3_g01976.t1,Solyc04g077150.3.1
OG0008960,AT1G30570.1,MELO3C007070T1,NIOBTv3_g05569.t1,Solyc02g069970.4.1
OG0008963,AT1G33360.1,MELO3C022115T1,NIOBTv3_g25386.t1,Solyc06g063410.4.1
OG0008965,AT1G01290.1,MELO3C024139T1,NIOBTv3_g29629.t1,Solyc05g050570.3.1
OG0008968,AT1G01280.1,MELO3C006018T1,NIOBTv3_g24179.t1,Solyc10g009390.3.1
OG0008974,AT1G80500.1,MELO3C023193T1,NIOBTv3_g27944.t1,Solyc06g068030.3.1
OG0008975,AT1G78420.1,MELO3C016154T1,NIOBTv3_g38128.t1,Solyc07g056630.3.1
OG0008976,AT1G02660.1,MELO3C015936T1,NIOBTv3_g18740.t1,Solyc01g079600.4.1
OG0008977,AT1G01180.1,MELO3C022251T1,NIOBTv3_g10604.t1,Solyc01g096380.1.1
OG0008982,AT1G48930.1,MELO3C023598T1,NIOBTv3_g10919.t1,Solyc02g014220.3.1
OG0008985,AT1G28760.1,MELO3C008849T1,NIOBTv3_g02193.t1,Solyc01g057090.4.1
OG0008989,AT1G48950.1,MELO3C002069T1,NIOBTv3_g21853.t1,Solyc03g119870.3.1
OG0008990,AT1G26230.1,MELO3C012180T1,NIOBTv3_g39526.t1,Solyc05g010240.4.1
OG0008992,AT1G60360.1,MELO3C010463T1,NIOBTv3_g42233.t1,Solyc11g012950.2.1
OG0008993,AT1G68190.1,MELO3C012284T1,NIOBTv3_g00028.t1,Solyc04g007470.3.1
OG0008997,AT1G34640.1,MELO3C003576T1,NIOBTv3_g04658.t1,Solyc12g057030.2.1
OG0008998,AT1G71250.1,MELO3C002399T1,NIOBTv3_g33473.t1,Solyc11g043110.3.1
OG0009001,AT1G28260.1,MELO3C002612T1,NIOBTv3_g19814.t1,Solyc02g078020.3.1
OG0009003,AT1G12480.1,MELO3C014004T1,NIOBTv3_g22391.t1,Solyc08g079770.3.1
OG0009004,AT1G11800.1,MELO3C002448T1,NIOBTv3_g40752.t1,Solyc02g032870.4.1
OG0009007,AT1G71240.1,MELO3C010089T1,NIOBTv3_g45271.t1,Solyc01g104300.3.1
OG0009008,AT1G74070.1,MELO3C002070T1,NIOBTv3_g21852.t1,Solyc03g119860.3.1
OG0009013,AT1G78995.1,MELO3C019561T1,NIOBTv3_g09572.t1,Solyc10g086470.2.1
OG0009015,AT1G68640.1,MELO3C011550T1,NIOBTv3_g01328.t1,Solyc05g009660.4.1
OG0009018,AT1G05940.1,MELO3C022273T1,NIOBTv3_g11467.t1,Solyc10g018600.2.1
OG0009019,AT1G11915.1,MELO3C002430T1,NIOBTv3_g40717.t1,Solyc02g080900.3.1
OG0009021,AT1G33270.1,MELO3C019485T1,NIOBTv3_g29333.t1,Solyc01g104310.3.1
OG0009024,AT1G20180.1,MELO3C011347T1,NIOBTv3_g12865.t1,Solyc04g081840.4.1
OG0009026,AT1G04130.1,MELO3C012833T1,NIOBTv3_g32518.t1,Solyc09g064380.3.1
OG0009028,AT1G04010.1,MELO3C012862T1,NIOBTv3_g15656.t1,Solyc09g072710.4.1
OG0009030,AT1G71692.1,MELO3C022205T1,NIOBTv3_g24610.t1,Solyc11g032100.2.1
OG0009032,AT1G68470.1,MELO3C007760T1,NIOBTv3_g11602.t1,Solyc02g014140.1.1
OG0009033,AT1G03750.1,MELO3C013630T1,NIOBTv3_g28780.t1,Solyc07g053870.4.1
OG0009036,AT1G79050.1,MELO3C010554T1,NIOBTv3_g01940.t1,Solyc07g066320.3.1
OG0009044,AT1G06570.1,MELO3C022961T1,NIOBTv3_g27927.t1,Solyc07g045050.3.1
OG0009048,AT1G48130.1,MELO3C006744T1,NIOBTv3_g29028.t1,Solyc03g096040.3.1
OG0009049,AT1G50380.1,MELO3C011764T1,NIOBTv3_g13620.t1,Solyc02g050260.2.1
OG0009050,AT1G06590.1,MELO3C016147T1,NIOBTv3_g29661.t1,Solyc08g067190.4.1
OG0009063,AT1G32900.1,MELO3C005795T1,NIOBTv3_g14386.t1,Solyc08g083320.4.1
OG0009064,AT1G48160.1,MELO3C006747T1,NIOBTv3_g11334.t1,Solyc08g082740.4.1
OG0009065,AT1G12470.1,MELO3C018764T1,NIOBTv3_g24135.t1,Solyc06g005080.4.1
OG0009070,AT1G17680.1,MELO3C013094T1,NIOBTv3_g25387.t1,Solyc06g063420.4.1
OG0009071,AT1G68290.1,MELO3C012257T1,NIOBTv3_g24140.t1,Solyc05g009430.3.1
OG0009081,AT1G62990.1,MELO3C005620T1,NIOBTv3_g24384.t1,Solyc08g080120.3.1
OG0009082,AT1G17840.1,MELO3C002188T1,NIOBTv3_g08442.t1,Solyc03g019760.4.1
OG0009085,AT1G20050.1,MELO3C017829T1,NIOBTv3_g31897.t1,Solyc06g082980.3.1
OG0009086,AT1G71350.1,MELO3C008099T1,NIOBTv3_g06630.t1,Solyc11g045120.3.1
OG0009087,AT1G71500.1,MELO3C022193T1,NIOBTv3_g37416.t1,Solyc11g042640.2.1
OG0009089,AT1G06690.1,MELO3C022970T1,NIOBTv3_g38453.t1,Solyc07g043570.3.1
OG0009090,AT1G20430.1,MELO3C017006T1,NIOBTv3_g16918.t1,Solyc12g094480.3.1
OG0009092,AT1G35510.1,MELO3C022214T1,NIOBTv3_g00338.t1,Solyc04g045470.4.1
OG0009095,AT1G62520.1,MELO3C005555T1,NIOBTv3_g23543.t1,Solyc08g079010.1.1
OG0009101,AT1G76940.1,MELO3C008389T1,NIOBTv3_g32186.t1,Solyc04g071050.4.1
OG0009103,AT1G22630.1,MELO3C021951T1,NIOBTv3_g02881.t1,Solyc11g021365.2.1
OG0009104,AT1G12530.1,MELO3C014008T1,NIOBTv3_g34532.t1,Solyc08g007710.3.1
OG0009108,AT1G48300.1,MELO3C006755T1,NIOBTv3_g00815.t1,Solyc12g098850.2.1
OG0009110,AT1G48170.1,MELO3C003207T1,NIOBTv3_g08881-D2.t1,Solyc06g053470.3.1
OG0009111,AT1G66670.1,MELO3C020312T1,NIOBTv3_g05452.t1,Solyc02g091280.3.1
OG0009112,AT1G67720.1,MELO3C011906T1,NIOBTv3_g35841.t1,Solyc05g014240.4.1
OG0009116,AT1G66430.1,MELO3C020278T1,NIOBTv3_g10709.t1,Solyc02g091490.4.1
OG0009118,AT1G03760.1,MELO3C013631T1,NIOBTv3_g37968.t1,Solyc07g053860.3.1
OG0009120,AT1G29150.1,MELO3C025923T1,NIOBTv3_g23905.t1,Solyc05g013030.1.1
OG0009122,AT1G50240.2,MELO3C005424T1,NIOBTv3_g23684.t1,Solyc03g096890.3.1
OG0009124,AT1G79040.1,MELO3C016181T1,NIOBTv3_g01941.t1,Solyc07g066310.3.1
OG0009126,AT1G74460.1,MELO3C017177T1,NIOBTv3_g16818.t1,Solyc03g115960.3.1
OG0009129,AT1G15390.1,MELO3C017896T1,NIOBTv3_g19033.t1,Solyc07g015860.3.1
OG0009130,AT1G63000.1,MELO3C005621T1,NIOBTv3_g41849.t1,Solyc08g080140.4.1
OG0009132,AT1G06440.1,MELO3C015617T1,NIOBTv3_g26310.t1,Solyc02g081530.1.1
OG0009135,AT1G34770.1,MELO3C011029T1,NIOBTv3_g18545.t1,Solyc10g018870.2.1
OG0009137,AT1G71480.1,MELO3C021613T1,NIOBTv3_g04230.t1,Solyc11g042620.3.1
OG0009140,AT1G67710.1,MELO3C010714T1,NIOBTv3_g08718.t1,Solyc05g014260.3.1
OG0009144,AT1G60460.1,MELO3C010665T1,NIOBTv3_g32447.t1,Solyc06g065620.2.1
OG0009146,AT1G76450.1,MELO3C026518T1,NIOBTv3_g02292.t1,Solyc12g094720.3.1
OG0009147,AT1G71720.1,MELO3C019971T1,NIOBTv3_g10011.t1,Solyc04g072036.1.1
OG0009148,AT1G06240.1,MELO3C014352T1,NIOBTv3_g08931.t1,Solyc10g008060.4.1
OG0009150,AT1G32730.1,MELO3C013882T1,NIOBTv3_g34413.t1,Solyc08g077450.4.1
OG0009152,AT1G53530.1,MELO3C027098T1,NIOBTv3_g06100.t1,Solyc02g068390.3.1
OG0009154,AT1G62640.1,MELO3C005558T1,NIOBTv3_g32775.t1,Solyc03g097470.3.1
OG0009155,AT1G28140.1,MELO3C022359T1,NIOBTv3_g35942.t1,Solyc05g012700.3.1
OG0009156,AT1G19860.1,MELO3C010998T1,NIOBTv3_g38186.t1,Solyc12g089260.3.1
OG0009158,AT1G04210.1,MELO3C006495T1,NIOBTv3_g01544.t1,Solyc09g082800.3.1
OG0009159,AT1G48350.1,MELO3C006766T1,NIOBTv3_g31170.t1,Solyc12g098890.2.1
OG0009160,AT1G06550.1,MELO3C026972T1,NIOBTv3_g12257.t1,Solyc12g011160.2.1
OG0009163,AT1G62350.1,MELO3C015110T1,NIOBTv3_g18008.t1,Solyc08g061590.4.1
OG0009164,AT1G19880.1,MELO3C003774T1,NIOBTv3_g06745.t1,Solyc04g081200.3.1
OG0009165,AT1G73875.1,MELO3C017303T1,NIOBTv3_g19643.t1,Solyc03g119570.3.1
OG0009166,AT1G48580.1,MELO3C017359T1,NIOBTv3_g14890.t1,Solyc03g118700.3.1
OG0009170,AT1G71110.1,MELO3C012300T1,NIOBTv3_g30026.t1,Solyc05g008380.4.1
OG0009174,AT1G50300.1,MELO3C009842T1,NIOBTv3_g33654.t1,Solyc11g040050.3.1
OG0009176,AT1G50575.1,MELO3C024895T1,NIOBTv3_g27502.t1,Solyc07g065180.3.1
OG0009178,AT1G71730.1,MELO3C019969T1,NIOBTv3_g10008.t1,Solyc04g072038.1.1
OG0009180,AT1G73980.1,MELO3C017265T1,NIOBTv3_g62420.t1,Solyc03g114580.4.1
OG0009182,AT1G67630.1,MELO3C002044T1,NIOBTv3_g34972.t1,Solyc05g014540.3.1
OG0009183,AT1G06050.1,MELO3C006801T1,NIOBTv3_g56479.t1,Solyc06g053360.4.1
OG0009184,AT1G68400.1,MELO3C012266T1,NIOBTv3_g03502.t1,Solyc05g009100.4.1
OG0009185,AT1G55480.1,MELO3C014728T1,NIOBTv3_g01698.t1,Solyc01g005520.4.1
OG0009186,AT1G68050.1,MELO3C016660T1,NIOBTv3_g16690.t1,Solyc01g005300.4.1
OG0009187,AT1G71190.1,MELO3C014372T1,NIOBTv3_g13180.t1,Solyc01g104080.4.1
OG0009190,AT1G15330.1,MELO3C017863T1,NIOBTv3_g30425.t1,Solyc06g068160.3.1
OG0009191,AT1G60550.1,MELO3C011988T1,NIOBTv3_g29274.t1,Solyc05g005180.3.1
OG0009194,AT1G73990.1,MELO3C017261T1,NIOBTv3_g13287.t1,Solyc03g114640.4.1
OG0009196,AT1G62850.2,MELO3C013984T1,NIOBTv3_g33512.t1,Solyc08g079490.4.1
OG0009200,AT1G68100.1,MELO3C020059T1,NIOBTv3_g34512.t1,Solyc04g008340.2.1
OG0009203,AT1G68080.1,MELO3C020028T1,NIOBTv3_g23950.t1,Solyc01g005100.4.1
OG0009204,AT1G73970.1,MELO3C014006T1,NIOBTv3_g38557.t1,Solyc08g079810.4.1
OG0009206,AT1G19850.1,MELO3C003768T1,NIOBTv3_g07736.t1,Solyc04g081240.2.1
OG0009208,AT1G04200.1,MELO3C006500T1,NIOBTv3_g27531.t1,Solyc09g082680.3.1
OG0009210,AT1G48310.1,MELO3C006754T1,NIOBTv3_g00817.t1,Solyc12g098860.2.1
OG0009214,AT1G43670.1,MELO3C011682T1,NIOBTv3_g57081-D2.t1,Solyc12g056530.2.1
OG0009217,AT1G15290.1,MELO3C023434T1,NIOBTv3_g31226.t1,Solyc06g068230.4.1
OG0009218,AT1G48100.1,MELO3C021245T1,NIOBTv3_g14315.t1,Solyc04g008230.3.1
OG0009219,AT1G18060.1,MELO3C017340T1,NIOBTv3_g29036.t1,Solyc06g069030.3.1
OG0009225,AT1G15060.1,MELO3C005338T1,NIOBTv3_g38838.t1,Solyc04g007450.4.1
OG0009228,AT1G12410.1,MELO3C005589T1,NIOBTv3_g20531.t1,Solyc08g079620.3.1
OG0009229,AT1G71440.1,MELO3C011830T1,NIOBTv3_g39039.t1,Solyc11g042470.1.1
OG0009233,AT1G29040.1,MELO3C007220T1,NIOBTv3_g17801.t1,Solyc07g064690.1.1
OG0009234,AT1G35470.2,MELO3C022219T1,NIOBTv3_g05034.t1,Solyc03g033380.3.1
OG0009237,AT1G02100.3,MELO3C022277T1,NIOBTv3_g00272.t1,Solyc01g090280.4.1
OG0009244,AT1G14150.1,MELO3C006032T1,NIOBTv3_g60301.t1,Solyc05g007780.3.1
OG0009257,AT1G72320.1,MELO3C024305T1,NIOBTv3_g01692.t1,Solyc03g123640.3.1
OG0009267,AT1G07880.2,MELO3C026848T1,NIOBTv3_g02839.t1,Solyc11g072630.2.1
OG0009271,AT1G70480.2,MELO3C010664T1,NIOBTv3_g28889.t1,Solyc01g008010.3.1
OG0009274,AT1G53800.2,MELO3C026660T1,NIOBTv3_g02755.t1,Solyc03g123700.4.1
OG0009294,AT1G11755.1,MELO3C021891T1,NIOBTv3_g19349.t1,Solyc06g060810.3.1
OG0009299,AT1G21651.1,MELO3C002690T1,NIOBTv3_g02807.t1,Solyc11g005030.3.1
OG0009300,AT1G56423.1,MELO3C004187T1,NIOBTv3_g16493.t1,Solyc01g100480.3.1
OG0009307,AT1G34380.2,MELO3C008115T1,NIOBTv3_g10383.t1,Solyc11g017230.2.1
OG0009316,AT1G13990.3,MELO3C002984T1,NIOBTv3_g23153.t1,Solyc05g013060.4.1
OG0009318,AT1G67325.2,MELO3C011859T1,NIOBTv3_g30977.t1,Solyc05g015500.4.1
OG0009320,AT1G14990.2,MELO3C018308T1,NIOBTv3_g06507.t1,Solyc04g007700.3.1
OG0009328,AT1G64770.3,MELO3C026889T1,NIOBTv3_g18427.t1,Solyc03g062720.3.1
OG0009339,AT1G71750.2,MELO3C019966T1,NIOBTv3_g10006.t1,Solyc04g072039.1.1
OG0009343,AT1G19715.3,MELO3C010973T1,NIOBTv3_g05355.t1,Solyc10g078600.3.1
OG0009346,AT1G34350.2,MELO3C024753T1,NIOBTv3_g14515.t1,Solyc08g067830.3.1
OG0009357,AT1G28390.2,MELO3C011065T1,NIOBTv3_g23943.t1,Solyc04g075000.1.1
OG0009370,AT2G26250.1,MELO3C016930T1,NIOBTv3_g29650.t1,Solyc08g067260.4.1
OG0009373,AT2G44870.1,MELO3C005448T1,NIOBTv3_g08773.t1,Solyc07g005550.4.1
OG0009376,AT2G23755.1,MELO3C007502T1,NIOBTv3_g33971.t1,Solyc02g089960.3.1
OG0009377,AT2G21100.1,MELO3C020796T1,NIOBTv3_g23834.t1,Solyc01g111230.3.1
OG0009379,AT2G40460.1,MELO3C020123T1,NIOBTv3_g21836.t1,Solyc06g050900.3.1
OG0009385,AT2G26870.1,MELO3C015115T1,NIOBTv3_g17106.t1,Solyc01g008790.4.1
OG0009387,AT2G37680.1,MELO3C003145T1,NIOBTv3_g05484.t1,Solyc10g084850.2.1
OG0009388,AT2G44520.1,MELO3C006242T1,NIOBTv3_g21054.t1,Solyc01g080860.3.1
OG0009389,AT2G18290.1,MELO3C026580T1,NIOBTv3_g26635.t1,Solyc02g062680.3.1
OG0009390,AT2G13810.1,MELO3C008136T1,NIOBTv3_g23500.t1,Solyc11g044840.2.1
OG0009392,AT2G31840.1,MELO3C008507T1,NIOBTv3_g37014.t1,Solyc04g071420.3.1
OG0009395,AT2G34690.1,MELO3C021055T1,NIOBTv3_g39313.t1,Solyc02g070250.4.1
OG0009396,AT2G26900.1,MELO3C025304T1,NIOBTv3_g17574.t1,Solyc05g017950.3.1
OG0009397,AT2G37690.1,MELO3C008089T1,NIOBTv3_g22244.t1,Solyc11g006340.2.1
OG0009398,AT2G15695.1,MELO3C019501T1,NIOBTv3_g08298.t1,Solyc01g108620.3.1
OG0009401,AT2G38730.1,MELO3C012489T1,NIOBTv3_g58536.t1,Solyc01g096520.3.1
OG0009409,AT2G40890.1,MELO3C009741T1,NIOBTv3_g40676.t1,Solyc01g096670.4.1
OG0009410,AT2G44760.1,MELO3C005945T1,NIOBTv3_g12065.t1,Solyc10g037890.3.1
OG0009413,AT2G26780.1,MELO3C014542T1,NIOBTv3_g34873.t1,Solyc11g062310.2.1
OG0009414,AT2G26330.1,MELO3C016916T1,NIOBTv3_g13389.t1,Solyc08g061560.3.1
OG0009418,AT2G48010.1,MELO3C005042T1,NIOBTv3_g31427.t1,Solyc09g074240.1.1
OG0009419,AT2G47980.1,MELO3C015235T1,NIOBTv3_g13924.t1,Solyc05g026510.4.1
OG0009420,AT2G23093.1,MELO3C007612T1,NIOBTv3_g00341.t1,Solyc02g092660.3.1
OG0009423,AT2G44970.1,MELO3C005970T1,NIOBTv3_g01908.t1,Solyc01g090590.3.1
OG0009433,AT2G40860.1,MELO3C009743T1,NIOBTv3_g00902.t1,Solyc01g056690.4.1
OG0009436,AT2G41530.1,MELO3C026333T1,NIOBTv3_g39826.t1,Solyc04g016360.3.1
OG0009438,AT2G18370.1,MELO3C023497T1,NIOBTv3_g35888.t1,Solyc01g081600.3.1
OG0009447,AT2G26300.1,MELO3C016919T1,NIOBTv3_g33230.t1,Solyc08g061220.3.1
OG0009449,AT2G48030.1,MELO3C014418T1,NIOBTv3_g01632.t1,Solyc09g074210.3.1
