AT5G23090.4	PF00808
AT1G23730.1	PF00484
AT2G40815.1	PF00168
AT4G11760.1	PF07333
AT2G36240.1	PF01535
AT2G36240.1	PF01535
AT2G36240.1	PF12854
AT2G36240.1	PF13041
AT2G36240.1	PF13041
AT2G36240.1	PF13041
AT4G19110.2	PF00069
AT2G41340.1	PF03871
AT2G41340.1	PF01191
AT5G59470.2	PF04193
AT5G28080.2	PF12202
AT5G28080.2	PF00069
AT5G62470.1	PF00249
AT5G62470.1	PF00249
AT5G61180.1	PF01936
AT1G18940.1	PF06813
AT5G17550.1	PF04614
AT5G10810.1	PF01133
AT1G13040.1	PF13041
AT1G13040.1	PF13041
AT1G13040.1	PF13041
AT1G13040.1	PF13041
AT1G13040.1	PF01535
AT1G13040.1	PF01535
AT1G13040.1	PF01535
AT1G13040.1	PF01535
AT5G16580.1	PF00232
AT1G21100.1	PF00891
AT1G21100.1	PF08100
AT1G01590.1	PF08030
AT1G01590.1	PF08022
AT1G01590.1	PF01794
AT3G62550.1	PF00582
AT5G48980.1	PF00646
AT5G48980.1	PF01344
AT2G27500.1	PF00332
AT4G11653.1	PF05498
AT3G08620.1	PF16544
AT3G08620.1	PF00013
AT2G47130.1	PF13561
AT2G22610.2	PF11721
AT2G22610.2	PF00225
AT4G26160.1	PF00085
AT2G16730.1	PF02140
AT2G16730.1	PF01301
AT2G16730.1	PF17834
AT2G38180.1	PF13472
AT3G07520.1	PF00060
AT3G07520.1	PF01094
AT3G07520.1	PF00497
AT2G21990.1	PF04759
AT4G37160.1	PF00394
AT4G37160.1	PF07732
AT4G37160.1	PF07731
AT5G38895.3	PF13639
AT2G34990.1	PF13639
AT3G32904.1	PF12776
AT5G36880.2	PF00501
AT5G36880.2	PF13193
AT5G36880.2	PF16177
AT3G52470.1	PF03168
AT5G51630.2	PF01582
AT5G51630.2	PF00931
AT5G51630.2	PF07725
AT5G51630.2	PF07725
AT4G14380.1	PF05553
AT2G41110.2	PF13499
AT2G41110.2	PF13833
AT2G41110.2	PF13202
AT3G25040.1	PF00810
AT1G65410.1	PF00005
AT1G13470.1	PF06880
AT1G74500.1	PF00010
AT4G32510.1	PF00955
AT4G32510.1	PF00955
AT4G32510.1	PF00955
AT1G31190.1	PF00459
AT3G60300.1	PF05773
AT1G43020.3	PF04784
AT5G35680.3	PF01176
AT3G54300.1	PF13774
AT3G54300.1	PF00957
AT3G54300.2	PF13774
AT3G54300.2	PF00957
AT1G13500.1	PF06880
AT1G76300.1	PF01423
AT1G05000.1	PF03162
AT5G02170.1	PF01490
AT5G50740.1	PF00403
AT5G50740.1	PF00403
AT3G04260.1	PF02037
AT2G03240.1	PF03105
AT2G03240.1	PF03124
AT3G21090.1	PF00005
AT3G21090.1	PF01061
AT2G07240.1	PF09331
AT2G07240.1	PF02902
AT1G19950.1	PF03134
AT3G27620.1	PF01786
AT3G16730.1	PF16858
AT3G16730.1	PF06278
AT3G16730.1	PF16869
AT2G27100.1	PF04959
AT2G27100.1	PF12066
AT5G41290.1	PF01657
AT5G41290.1	PF01657
AT2G26940.1	PF13912
AT2G26940.1	PF13912
AT3G59030.1	PF01554
AT3G59030.1	PF01554
AT2G22240.2	PF07994
AT2G22240.2	PF01658
AT4G27040.4	PF04157
AT4G27040.3	PF04157
AT4G27040.1	PF04157
AT4G27040.2	PF04157
AT4G12490.1	PF14547
AT5G59140.1	PF03931
AT5G57410.1	PF11559
AT1G65310.1	PF00722
AT1G65310.1	PF06955
AT5G63660.1	PF00304
AT1G35580.2	PF12899
AT1G35580.1	PF12899
AT4G37630.1	PF00134
AT5G66240.3	PF00400
AT5G66240.3	PF00400
AT1G09400.1	PF00724
AT5G41010.1	PF03604
AT2G35060.2	PF02705
AT5G39930.1	PF16573
AT5G39930.1	PF06807
AT5G39930.1	PF16575
AT5G58600.2	PF14416
AT5G58600.2	PF13839
AT5G16010.1	PF02544
AT1G16430.1	PF06179
AT5G57625.1	PF00188
AT1G56710.1	PF00295
AT4G30560.1	PF00520
AT4G30560.1	PF00027
AT1G62010.1	PF02536
AT1G62010.1	PF02536
AT2G44980.2	PF00176
AT2G44980.2	PF00271
AT5G23535.1	PF00467
AT5G23535.1	PF17136
AT1G29680.1	PF06884
AT1G67000.1	PF07714
AT1G67000.1	PF14380
AT1G67000.1	PF14380
AT1G67000.1	PF13947
AT2G06530.1	PF03357
AT1G54280.1	PF13246
AT1G54280.1	PF16212
AT1G54280.1	PF16209
AT1G51270.3	PF00635
AT1G51270.3	PF00635
AT1G51270.3	PF01582
AT4G38090.2	PF01205
AT4G33250.1	PF10075
AT2G33000.1	PF14555
AT2G33000.1	PF14555
AT3G60540.1	PF03911
AT3G60540.2	PF03911
AT2G35360.1	PF10260
AT3G18810.1	PF07714
AT5G14800.2	PF14748
AT5G14800.2	PF03807
AT1G11660.1	PF00012
AT1G17040.2	PF13385
AT1G17370.2	PF00076
AT1G17370.2	PF00076
AT1G17370.2	PF00076
AT3G21350.2	PF04934
AT1G06250.1	PF01764
AT1G22490.1	PF00010
AT1G31000.1	PF00646
AT1G31000.1	PF08268
AT4G29280.1	PF07333
AT1G30230.1	PF00736
AT5G67410.1	PF12767
AT1G50590.1	PF05726
AT1G50590.1	PF02678
AT1G61700.1	PF01194
AT3G14550.1	PF00348
AT4G39120.1	PF00459
AT3G18820.1	PF00071
AT3G08505.1	PF00097
AT3G08505.1	PF18044
AT3G08505.1	PF00642
AT3G08505.2	PF00097
AT3G08505.2	PF18044
AT3G08505.2	PF00642
AT4G37890.1	PF17123
AT4G37890.1	PF00092
AT1G43900.1	PF00481
AT5G13480.1	PF00400
AT5G13480.1	PF00400
AT5G13480.1	PF00400
AT5G13480.1	PF00400
AT5G13480.1	PF00400
AT5G13480.1	PF00400
AT5G26640.1	PF12861
AT3G21175.1	PF06203
AT3G21175.1	PF06200
AT3G21175.1	PF00320
AT5G48690.2	PF09409
AT1G79460.1	PF03936
AT1G79460.1	PF01397
AT5G61270.2	PF00010
AT4G38790.1	PF00810
AT3G10080.1	PF00190
AT3G10300.3	PF13405
AT3G10300.3	PF13202
AT4G26130.1	PF05553
AT4G26130.1	PF14364
AT5G29000.2	PF00249
AT5G29000.2	PF14379
AT4G07410.1	PF00400
AT4G39700.1	PF00403
AT2G27810.3	PF00860
AT5G08350.1	PF02893
AT3G58920.1	PF07723
AT3G58920.1	PF00646
AT1G71070.1	PF02485
AT1G49600.1	PF00076
AT1G49600.1	PF00076
AT1G49600.1	PF00076
AT1G23520.1	PF02713
AT5G42690.1	PF14389
AT5G42690.1	PF04784
AT5G57030.1	PF05834
AT3G61250.1	PF00249
AT3G61250.1	PF00249
AT1G48270.1	PF05462
AT3G01760.1	PF01490
AT4G21330.1	PF00010
AT1G04870.2	PF06325
AT1G57720.1	PF00647
AT1G57720.1	PF00043
AT1G57720.1	PF02798
AT1G57720.2	PF00647
AT1G57720.2	PF00043
AT1G57720.2	PF02798
AT1G20920.1	PF00271
AT1G20920.1	PF00270
AT2G19510.1	PF03195
AT5G24520.3	PF00400
AT5G24520.3	PF00400
AT5G24520.2	PF00400
AT5G24520.2	PF00400
AT5G24520.1	PF00400
AT5G24520.1	PF00400
AT5G61270.1	PF00010
AT1G21370.2	PF02698
AT1G21370.1	PF02698
AT3G52850.1	PF02225
AT3G21390.1	PF00153
AT3G21390.1	PF00153
AT3G21390.1	PF00153
AT4G20260.5	PF05558
AT1G76850.1	PF15469
AT4G14490.1	PF00498
AT3G18900.3	PF07734
AT3G18900.3	PF04784
AT3G18900.3	PF14389
AT5G53390.1	PF06974
AT5G53390.1	PF03007
AT3G23090.1	PF06886
AT3G19830.1	PF00168
AT3G19830.2	PF00168
AT2G32700.7	PF08513
AT2G32700.7	PF00400
AT2G32700.7	PF00400
AT2G32700.7	PF00400
AT2G32700.7	PF00400
AT2G32700.7	PF00400
AT4G35860.2	PF00071
AT1G08280.1	PF00777
AT4G14800.1	PF00227
AT2G15130.1	PF04450
AT1G32050.1	PF04144
AT1G63690.1	PF02225
AT1G63690.1	PF04258
AT1G30240.1	PF08167
AT1G58160.1	PF01419
AT3G61140.1	PF01399
AT3G61140.1	PF10602
AT3G17220.1	PF04043
AT5G24620.1	PF00314
AT3G10910.1	PF13639
AT3G10915.2	PF02453
AT2G29040.1	PF03016
AT3G02630.1	PF03405
AT1G13580.1	PF03798
AT4G31630.1	PF02362
AT4G31630.1	PF02362
AT1G19025.1	PF07522
AT3G01175.1	PF07891
AT1G64470.1	PF00240
AT1G64470.1	PF00240
AT2G39440.1	PF08615
AT5G53130.1	PF00027
AT5G53130.1	PF00520
AT5G18990.1	PF01095
AT1G53470.1	PF00924
AT3G16390.1	PF01419
AT3G16390.1	PF01344
AT3G16390.1	PF01344
AT3G16390.1	PF01344
AT3G16390.1	PF13854
AT1G35290.1	PF03061
AT3G17510.2	PF00069
AT3G17510.2	PF03822
AT2G43430.2	PF16123
AT2G43430.2	PF00753
AT1G71720.1	PF00575
AT2G42440.1	PF03195
AT2G19860.1	PF03727
AT2G19860.1	PF00349
AT5G24560.1	PF14299
AT3G10290.1	PF03151
AT2G03640.3	PF02136
AT2G03640.3	PF00076
AT2G32730.1	PF18004
AT2G32730.1	PF13646
AT2G32730.1	PF01851
AT3G50500.1	PF00069
AT1G55120.2	PF08244
AT1G55120.2	PF00251
AT5G11790.1	PF03096
AT4G36480.1	PF00155
AT4G36480.2	PF00155
AT5G41700.4	PF00179
AT1G31510.1	PF07734
AT3G28715.2	PF01992
AT1G77570.1	PF00447
AT1G58230.1	PF02138
AT1G58230.1	PF14844
AT1G58230.1	PF16057
AT1G58230.1	PF15787
AT1G58230.1	PF00400
AT1G58230.1	PF00400
AT1G58230.1	PF13385
AT1G15700.1	PF00231
AT3G11260.1	PF00046
AT1G51510.1	PF00076
AT4G24690.1	PF00569
AT4G24690.1	PF00564
AT4G24690.1	PF16158
AT5G62740.1	PF01145
AT5G52220.1	PF09696
AT2G43230.1	PF07714
AT4G00290.1	PF00924
AT4G33150.2	PF05222
AT4G33150.2	PF04455
AT4G33150.2	PF03435
AT4G33150.2	PF16653
AT4G33150.1	PF05222
AT4G33150.1	PF04455
AT4G33150.1	PF03435
AT4G33150.1	PF16653
AT1G18710.1	PF00249
AT1G18710.1	PF00249
AT5G48485.1	PF14368
AT1G20520.1	PF03087
AT4G23300.1	PF07714
AT4G23300.1	PF01657
AT4G23300.1	PF01657
AT5G22000.3	PF13639
AT5G22000.1	PF13639
AT1G74240.1	PF00153
AT1G74240.1	PF00153
AT1G74240.1	PF00153
AT5G44930.2	PF03016
AT5G44930.1	PF03016
AT3G09085.1	PF06127
AT5G26090.1	PF05938
AT4G26670.1	PF02466
AT4G30480.2	PF07719
AT4G30480.2	PF13181
AT5G03910.1	PF00005
AT5G03910.1	PF00664
AT2G23610.1	PF12697
AT3G57970.1	PF03735
AT2G18240.1	PF03248
AT2G19210.1	PF12819
AT2G19210.1	PF07714
AT2G19210.1	PF13855
AT5G48655.1	PF13639
AT5G48655.3	PF13639
AT5G48655.2	PF13639
AT4G13490.1	PF17123
AT4G04450.1	PF03106
AT5G50950.1	PF00206
AT5G50950.1	PF10415
AT2G25355.1	PF15985
AT3G49710.1	PF01535
AT3G49710.1	PF01535
AT3G49710.1	PF01535
AT3G49710.1	PF01535
AT3G49710.1	PF14432
AT3G49710.1	PF13041
AT3G49710.1	PF13041
AT3G49710.1	PF13041
AT3G49710.1	PF13041
AT1G19750.1	PF00400
AT1G19750.1	PF00400
AT1G19750.1	PF00400
AT1G19750.1	PF00400
AT3G02610.1	PF03405
AT2G19830.1	PF03357
AT3G51800.1	PF00557
AT4G21100.1	PF03178
AT4G21100.1	PF10433
AT1G24480.1	PF08241
AT3G45490.1	PF13456
AT5G39920.1	PF06807
AT1G76120.1	PF01416
AT1G61810.1	PF00232
AT5G46610.2	PF11744
AT4G23930.2	PF03168
AT3G62230.1	PF00646
AT5G02230.2	PF13419
AT5G02230.1	PF13419
AT4G34900.1	PF01315
AT4G34900.1	PF02738
AT4G34900.1	PF01799
AT4G34900.1	PF00111
AT4G34900.1	PF00941
AT4G34900.1	PF03450
AT1G34030.1	PF00416
AT4G09800.1	PF00416
AT1G22780.1	PF00416
AT1G69100.1	PF00026
AT4G38040.1	PF03016
AT4G29230.1	PF02365
AT3G47960.1	PF00854
AT5G55740.1	PF13041
AT5G55740.1	PF13041
AT5G55740.1	PF13041
AT5G55740.1	PF01535
AT5G55740.1	PF01535
AT5G55740.1	PF01535
AT5G55740.1	PF01535
AT5G55740.1	PF01535
AT5G55740.1	PF01535
AT5G55740.1	PF01535
AT5G55740.1	PF01535
AT3G53720.1	PF00999
AT3G16450.3	PF01419
AT3G16450.3	PF01419
AT3G16450.1	PF01419
AT3G16450.1	PF01419
AT3G16450.2	PF01419
AT3G16450.2	PF01419
AT5G59790.1	PF06136
AT5G27510.1	PF00069
AT4G31130.1	PF06749
AT1G02940.1	PF00043
AT1G02940.1	PF02798
AT1G78380.1	PF02798
AT1G78380.1	PF13410
AT1G06210.1	PF03127
AT1G06210.1	PF00790
AT1G29970.2	PF01775
AT2G05755.1	PF00892
AT5G45570.1	PF02902
AT5G45570.1	PF09331
AT3G61830.1	PF06507
AT3G61830.1	PF02309
AT3G61830.1	PF02362
AT4G34230.1	PF08240
AT4G34230.1	PF00107
AT3G49950.1	PF03514
AT3G45710.1	PF00854
AT1G52740.1	PF00125
AT1G52740.1	PF16211
AT4G04690.1	PF00646
AT4G04690.1	PF07734
AT1G10290.1	PF01031
AT1G10290.1	PF00350
AT1G10290.1	PF00169
AT1G10290.1	PF02212
AT4G21190.1	PF01535
AT4G21190.1	PF01535
AT2G25100.1	PF01351
AT2G41460.2	PF02037
AT3G24020.1	PF03018
AT4G29510.1	PF13649
AT2G47640.1	PF01423
AT3G62840.1	PF01423
AT2G47640.4	PF01423
AT5G04930.1	PF16212
AT5G04930.1	PF13246
AT5G04930.1	PF16209
AT5G26700.1	PF00190
AT2G16300.1	PF00646
AT5G44610.1	PF05558
AT3G09120.1	PF05056
AT4G12510.1	PF14547
AT4G12520.1	PF14547
AT1G55810.1	PF14681
AT1G55810.1	PF00485
AT1G55810.3	PF14681
AT1G55810.3	PF00485
AT1G64060.1	PF08022
AT1G64060.1	PF01794
AT1G64060.1	PF08030
AT1G64060.1	PF08414
AT1G52340.1	PF13561
AT1G67890.1	PF00989
AT1G67890.1	PF07714
AT5G18420.2	PF10155
AT1G12930.1	PF08389
AT4G39690.1	PF09731
AT1G17980.1	PF04926
AT1G17980.1	PF04928
AT1G17980.1	PF01909
AT1G15000.1	PF00450
AT1G68180.1	PF13639
AT3G46930.1	PF07714
AT1G22300.1	PF00244
AT1G07725.1	PF03081
AT2G33385.1	PF04045
AT3G13920.3	PF00270
AT3G13920.3	PF00271
AT1G14685.2	PF06217
AT1G14685.1	PF06217
AT1G14685.3	PF06217
AT4G15530.1	PF01326
AT4G15530.1	PF01326
AT4G15530.1	PF01326
AT4G15530.1	PF00391
AT4G15530.1	PF02896
AT4G15530.4	PF01326
AT4G15530.4	PF01326
AT4G15530.4	PF01326
AT4G15530.4	PF00391
AT4G15530.4	PF02896
AT5G49555.1	PF01593
AT5G07090.1	PF00900
AT5G07090.1	PF08071
AT5G07090.1	PF00467
AT5G07090.1	PF16121
AT5G07090.1	PF01479
AT5G61030.1	PF00076
AT1G70650.2	PF00179
AT1G70650.2	PF00641
AT1G70650.2	PF00641
AT1G70650.2	PF00641
AT3G44510.2	PF12146
AT1G72350.1	PF00319
AT5G54280.2	PF00612
AT5G54280.2	PF00612
AT5G54280.2	PF00063
AT2G14070.1	PF12609
AT4G09980.2	PF05063
AT4G38210.1	PF03330
AT4G38210.1	PF01357
AT3G11270.2	PF13012
AT3G11270.2	PF01398
AT4G18250.1	PF07714
AT4G18250.1	PF00314
AT4G18250.1	PF00314
AT4G23980.1	PF02309
AT4G23980.1	PF02309
AT4G23980.1	PF02362
AT4G23980.1	PF06507
AT3G57490.1	PF03719
AT3G57490.1	PF00333
AT5G02040.1	PF03208
AT5G02040.2	PF03208
AT4G00450.1	PF09497
AT3G04440.1	PF04515
AT1G02030.1	PF13912
AT1G02030.1	PF13912
AT1G02030.1	PF13912
AT2G30880.1	PF00169
AT2G36380.1	PF08370
AT2G36380.1	PF01061
AT2G36380.1	PF01061
AT2G36380.1	PF00005
AT2G36380.1	PF00005
AT2G36380.1	PF14510
AT4G26080.1	PF00481
AT5G53920.1	PF06325
AT2G40550.1	PF09739
AT3G59850.1	PF00295
AT2G34510.1	PF04862
AT2G34510.1	PF04862
AT5G41170.1	PF12854
AT5G41170.1	PF12854
AT5G41170.1	PF12854
AT5G41170.1	PF13041
AT5G41170.1	PF13041
AT5G41170.1	PF13041
AT5G41170.1	PF13041
AT5G53635.1	PF08387
AT5G53635.1	PF00646
AT5G53635.1	PF07723
AT5G60120.2	PF00847
AT1G66270.1	PF00232
AT1G05550.3	PF03478
AT5G17420.1	PF14569
AT5G17420.1	PF03552
AT2G42450.1	PF01764
AT3G25572.1	PF08132
AT1G55320.2	PF00501
AT2G15080.1	PF08263
AT2G15080.1	PF00560
AT2G15080.1	PF00560
AT2G15080.1	PF13855
AT2G15080.2	PF08263
AT2G15080.2	PF00560
AT2G15080.2	PF00560
AT2G15080.2	PF13855
AT3G08950.1	PF02630
AT4G30310.1	PF00370
AT4G30310.1	PF02782
AT1G07650.1	PF13516
AT1G07650.1	PF11721
AT1G07650.1	PF13855
AT1G07650.1	PF07714
AT1G35310.1	PF00407
AT1G13310.1	PF03097
AT4G14385.1	PF09340
AT1G78870.1	PF00179
AT3G45140.1	PF00305
AT3G45140.1	PF01477
AT4G00900.1	PF00690
AT4G00900.1	PF13246
AT4G00900.1	PF00689
AT4G00900.1	PF00122
AT5G42140.1	PF01363
AT5G42140.1	PF16457
AT5G42140.1	PF00415
AT5G42140.1	PF00415
AT5G42140.1	PF00415
AT5G42140.1	PF00415
AT5G42140.1	PF00415
AT5G42140.1	PF00415
AT5G42140.1	PF08381
AT5G42140.1	PF13713
AT3G44600.1	PF00400
AT3G44600.1	PF00160
AT4G40100.1	PF02893
AT1G09300.1	PF05195
AT1G09300.1	PF00557
AT2G46050.1	PF01535
AT2G46050.1	PF01535
AT2G46050.1	PF01535
AT2G46050.1	PF01535
AT2G46050.1	PF01535
AT2G46050.1	PF01535
AT2G46050.1	PF01535
AT2G46050.1	PF13041
AT4G37010.1	PF13499
AT4G37010.1	PF13499
AT2G25080.1	PF00255
AT1G65610.1	PF00759
AT4G12830.1	PF00561
AT3G01080.1	PF03106
AT3G01080.1	PF03106
AT3G25717.1	PF08137
AT3G06260.1	PF01501
AT3G03773.2	PF04969
AT1G06390.2	PF00069
AT1G06390.1	PF00069
AT5G27610.1	PF06584
AT2G39800.3	PF00171
AT2G39800.3	PF00696
AT1G77130.1	PF01501
AT2G05510.2	PF07172
AT3G06980.1	PF00270
AT3G06980.1	PF00271
AT1G62600.1	PF00743
AT1G62600.1	PF00743
AT1G06800.1	PF01764
AT4G15940.1	PF01557
AT3G52260.3	PF00849
AT5G56890.1	PF07714
AT4G14030.1	PF05694
AT4G14030.2	PF05694
AT1G64520.1	PF10075
AT5G49380.1	PF04802
AT1G30650.1	PF03106
AT1G17770.1	PF05033
AT1G17770.1	PF00856
AT1G17770.1	PF02182
AT4G25520.1	PF01803
AT5G59730.1	PF03081
AT2G35040.2	PF02142
AT2G35040.2	PF01808
AT3G45770.2	PF08240
AT3G45770.2	PF00107
AT2G44730.1	PF13837
AT3G53260.1	PF00221
AT1G04370.1	PF00847
AT4G33490.1	PF14543
AT4G33490.1	PF14541
AT2G31110.2	PF14416
AT2G31110.2	PF13839
AT3G62190.1	PF00226
AT5G52070.1	PF05641
AT5G13290.1	PF00069
AT4G35860.1	PF00071
ATCG00660.1	PF00453
AT1G08695.1	PF06876
AT4G09430.1	PF00931
AT4G09430.1	PF01582
AT4G09430.1	PF07725
AT3G14980.1	PF16135
AT3G14980.1	PF00628
AT1G32880.1	PF16186
AT1G32880.1	PF00514
AT5G53590.1	PF02519
AT5G25220.1	PF03789
AT5G25220.1	PF03791
AT5G25220.1	PF05920
AT5G25220.1	PF03790
AT3G55500.1	PF03330
AT3G55500.1	PF01357
AT4G31590.1	PF13641
AT3G46330.1	PF07714
AT3G46330.1	PF12819
AT3G46330.1	PF13855
AT1G42480.1	PF11938
AT3G01180.1	PF08323
AT3G01180.1	PF00534
AT2G24650.1	PF02362
AT2G24650.1	PF02362
AT2G24650.1	PF02362
AT2G24650.1	PF02362
AT2G24650.1	PF02362
AT2G24650.1	PF02362
AT2G24650.1	PF02362
AT3G54250.1	PF18376
AT3G54250.1	PF00288
AT5G47720.3	PF00108
AT5G47720.3	PF02803
AT5G47720.1	PF00108
AT5G47720.1	PF02803
AT5G20730.2	PF02309
AT5G20730.2	PF02362
AT5G20730.2	PF06507
AT5G25560.1	PF05495
AT5G25560.1	PF14599
AT5G25560.1	PF13639
AT5G26000.2	PF00232
AT2G16990.2	PF07690
AT2G16990.1	PF07690
AT3G03030.1	PF00646
AT3G03030.1	PF08387
AT4G34060.2	PF15629
AT4G34060.2	PF15628
AT5G48110.1	PF03936
AT5G48110.1	PF01397
AT5G22900.1	PF00999
AT1G67220.1	PF00569
AT1G67220.1	PF00628
AT1G67220.1	PF08214
AT5G28020.5	PF00291
AT3G13430.2	PF13639
AT3G13430.2	PF14369
AT3G13430.3	PF13639
AT3G13430.3	PF14369
AT3G13430.1	PF13639
AT3G13430.1	PF14369
AT1G65190.1	PF00069
AT2G46600.1	PF13833
AT1G80450.1	PF05678
AT3G42570.1	PF00141
AT2G18670.1	PF13639
AT3G17205.2	PF00632
AT2G43030.1	PF00297
AT5G45060.1	PF00931
AT5G45060.1	PF07725
AT5G45060.1	PF01582
AT4G05380.1	PF00004
AT2G21030.1	PF08381
AT1G53903.1	PF04570
AT1G53885.1	PF04570
AT1G15380.1	PF00903
AT1G15380.2	PF00903
AT2G02400.1	PF01370
AT5G41950.1	PF06552
AT3G04470.1	PF11904
AT2G38880.3	PF00808
AT4G34050.1	PF01596
AT2G40620.1	PF00170
AT1G43100.1	PF00295
AT2G41630.1	PF08271
AT2G41630.1	PF00382
AT2G41630.1	PF00382
AT4G12840.1	PF05212
AT3G53270.3	PF09808
AT3G53270.1	PF09808
AT3G53270.4	PF09808
AT3G53270.2	PF09808
AT3G53270.5	PF09808
AT1G71920.1	PF00155
AT2G23410.1	PF01255
AT3G26855.1	PF13966
AT2G01740.1	PF13041
AT2G01740.1	PF13041
AT2G01740.1	PF13041
AT2G01740.1	PF13041
AT2G01740.1	PF13041
AT2G01740.1	PF12854
AT2G01740.1	PF12854
AT2G01740.1	PF01535
AT3G44850.1	PF00069
AT3G44850.1	PF00069
AT5G16490.1	PF00786
AT1G75920.3	PF00657
AT1G68070.1	PF13639
AT4G12382.2	PF00646
AT4G12382.1	PF00646
AT5G56740.1	PF00583
AT5G56740.1	PF10394
AT2G36660.1	PF00658
AT2G36660.1	PF00076
AT2G36660.1	PF00076
AT2G36660.1	PF00076
AT2G36660.1	PF00076
AT1G34520.1	PF13813
AT5G54190.2	PF00106
AT5G42510.1	PF03018
AT3G01400.1	PF00514
AT3G01400.1	PF00514
AT3G01400.1	PF00514
AT2G45260.1	PF04859
AT4G27750.1	PF08045
AT5G60270.1	PF00139
AT5G60270.1	PF00069
AT3G04010.1	PF07983
AT3G04010.1	PF00332
AT2G40250.1	PF00657
AT3G17060.1	PF01095
AT1G20840.1	PF00083
AT1G20840.1	PF00083
AT2G01450.4	PF00069
AT2G01450.1	PF00069
AT2G01450.2	PF00069
AT2G01450.3	PF00069
AT5G01620.1	PF14416
AT5G01620.1	PF13839
AT5G01620.2	PF14416
AT5G01620.2	PF13839
AT5G36170.3	PF00472
AT5G36170.3	PF03462
AT3G56930.1	PF01529
AT1G54500.1	PF00301
AT1G06645.1	PF03171
AT1G06645.1	PF14226
AT1G23860.2	PF00076
AT1G23860.2	PF00098
AT1G23860.1	PF00076
AT1G23860.1	PF00098
AT3G44830.1	PF02450
AT1G79050.2	PF00154
AT5G42100.2	PF00332
AT1G05520.1	PF00626
AT1G05520.1	PF08033
AT1G05520.1	PF04810
AT1G05520.1	PF04815
AT1G05520.1	PF04811
AT1G18640.2	PF00702
AT5G03740.1	PF17800
AT1G31300.1	PF03798
AT1G31300.2	PF03798
AT3G16830.1	PF00400
AT3G16830.1	PF00400
AT4G17200.1	PF07734
AT4G17200.1	PF00646
AT5G16023.1	PF08137
AT5G15610.2	PF01399
AT5G15610.2	PF18005
AT1G17420.1	PF00305
AT1G17420.1	PF01477
AT1G19540.1	PF05368
AT2G07640.1	PF13561
AT4G38590.1	PF02140
AT4G38590.1	PF06424
AT4G38590.1	PF01301
AT4G38590.1	PF17834
AT5G65240.2	PF00069
AT5G65240.2	PF08263
AT5G65240.2	PF13855
AT3G26240.1	PF03107
AT3G26240.1	PF03107
AT3G26240.1	PF03107
AT3G26240.1	PF03107
AT3G26240.1	PF03107
AT3G26240.1	PF03107
AT3G26240.1	PF03107
AT4G31080.2	PF10058
AT5G44120.2	PF00190
AT5G44120.2	PF00190
AT3G09350.1	PF08609
AT1G61930.1	PF04520
AT1G80210.1	PF18110
AT1G80210.1	PF01398
AT1G20980.1	PF03110
AT5G21060.3	PF00742
AT2G43530.1	PF00537
AT5G16260.1	PF14237
AT5G16260.1	PF00076
AT5G16260.1	PF00076
AT4G01150.2	PF14159
AT5G01750.2	PF04525
AT5G50460.1	PF00584
AT4G24920.1	PF00584
AT2G37550.2	PF01412
AT2G37550.1	PF01412
AT4G24430.1	PF14683
AT4G24430.1	PF14686
AT4G24430.1	PF06045
AT3G48050.2	PF08711
AT3G48050.2	PF01426
AT3G48050.1	PF08711
AT3G48050.1	PF01426
AT4G27350.1	PF06764
AT5G25752.1	PF01694
AT1G32700.2	PF04640
AT4G21450.2	PF00635
AT1G06110.1	PF09346
AT1G06110.1	PF04379
AT3G15030.3	PF03634
AT3G15030.1	PF03634
AT3G15030.2	PF03634
AT3G44910.1	PF00999
AT2G24970.1	PF16740
AT1G76380.1	PF00439
AT5G02010.1	PF03759
AT5G67060.1	PF00010
AT5G57570.1	PF07802
AT2G25800.1	PF05664
AT4G20430.2	PF17766
AT4G20430.2	PF00082
AT4G20430.2	PF05922
AT5G35980.1	PF00069
AT5G58340.2	PF00249
AT5G58340.1	PF00249
AT2G30040.1	PF00069
AT1G73110.1	PF00004
AT3G57530.1	PF13499
AT3G57530.1	PF13499
AT3G57530.1	PF00069
AT5G18390.1	PF13041
AT5G18390.1	PF13041
AT5G18390.1	PF01535
AT5G18390.1	PF01535
AT5G18390.1	PF12854
AT1G69420.2	PF01529
AT1G69420.1	PF01529
AT1G10570.2	PF02902
AT2G46740.1	PF04030
AT2G46740.1	PF01565
AT5G64870.1	PF01145
AT1G11050.1	PF00069
AT5G45390.1	PF00574
AT5G14260.2	PF09273
AT5G14260.1	PF09273
AT5G14260.3	PF09273
AT1G23240.3	PF05042
AT1G21850.1	PF00394
AT1G21850.1	PF07732
AT1G21850.1	PF07731
AT4G00420.2	PF14709
AT4G03210.2	PF06955
AT4G03210.2	PF00722
AT1G47300.1	PF00646
AT1G23550.1	PF12174
AT5G63490.1	PF00571
AT5G63490.1	PF00571
AT5G63490.1	PF00571
AT5G63490.1	PF00571
AT5G63490.1	PF00564
AT3G19540.1	PF04788
AT2G20930.1	PF04628
AT4G37200.1	PF00085
AT4G17486.2	PF05903
AT1G79070.1	PF14712
AT2G40930.1	PF06337
AT2G40930.1	PF00443
AT1G33410.2	PF17238
AT1G33410.2	PF11715
AT2G17170.1	PF07714
AT5G47730.1	PF03765
AT5G47730.1	PF00650
AT2G38400.1	PF00202
AT4G04180.1	PF00004
AT3G19880.1	PF07734
