Module	Section	Sample Name	Source
STAR	SummaryLog	ERR2809816	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/ERR2809816.Log.final.out
STAR	SummaryLog	ERR2809797	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/ERR2809797.Log.final.out
STAR	SummaryLog	ERR2809809	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/ERR2809809.Log.final.out
STAR	SummaryLog	ERR2809800	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/ERR2809800.Log.final.out
STAR	SummaryLog	ERR2809806	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/ERR2809806.Log.final.out
STAR	SummaryLog	ERR2809802	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/ERR2809802.Log.final.out
STAR	SummaryLog	ERR2809808	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/ERR2809808.Log.final.out
STAR	SummaryLog	ERR2809813	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/ERR2809813.Log.final.out
STAR	SummaryLog	ERR2809804	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/ERR2809804.Log.final.out
STAR	SummaryLog	ERR2809803	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/ERR2809803.Log.final.out
STAR	SummaryLog	ERR2809810	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/ERR2809810.Log.final.out
STAR	SummaryLog	ERR2809796	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/ERR2809796.Log.final.out
STAR	SummaryLog	ERR2809811	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/ERR2809811.Log.final.out
STAR	SummaryLog	ERR2809814	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/ERR2809814.Log.final.out
STAR	SummaryLog	ERR2809805	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/ERR2809805.Log.final.out
STAR	SummaryLog	ERR2809799	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/ERR2809799.Log.final.out
STAR	SummaryLog	ERR2809801	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/ERR2809801.Log.final.out
STAR	SummaryLog	ERR2809812	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/ERR2809812.Log.final.out
STAR	SummaryLog	ERR2809795	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/ERR2809795.Log.final.out
STAR	SummaryLog	ERR2809794	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/ERR2809794.Log.final.out
STAR	SummaryLog	ERR2809798	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/ERR2809798.Log.final.out
STAR	SummaryLog	ERR2809815	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/ERR2809815.Log.final.out
STAR	SummaryLog	ERR2809817	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/ERR2809817.Log.final.out
STAR	SummaryLog	ERR2809807	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/TAIRRNA/ERR2809807.Log.final.out
STAR	SummaryLog	SRR3199630	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/SRR3199630.Log.final.out
STAR	SummaryLog	SRR3199629	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/SRR3199629.Log.final.out
STAR	SummaryLog	SRR3199656	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/SRR3199656.Log.final.out
STAR	SummaryLog	SRR3199623	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/SRR3199623.Log.final.out
STAR	SummaryLog	SRR3199624	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/SRR3199624.Log.final.out
STAR	SummaryLog	SRR3199622	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/SRR3199622.Log.final.out
STAR	SummaryLog	SRR3199657	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/SRR3199657.Log.final.out
STAR	SummaryLog	SRR3199617	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/SRR3199617.Log.final.out
STAR	SummaryLog	SRR3199616	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/SRR3199616.Log.final.out
STAR	SummaryLog	SRR3199618	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/SRR3199618.Log.final.out
STAR	SummaryLog	SRR3199635	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/SRR3199635.Log.final.out
STAR	SummaryLog	SRR3199628	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Melon/SRR3199628.Log.final.out
STAR	SummaryLog	SP1DPA2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/SP1DPA2.Log.final.out
STAR	SummaryLog	SP1DPA1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/SP1DPA1.Log.final.out
STAR	SummaryLog	SPrr1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/SPrr1.Log.final.out
STAR	SummaryLog	SPbreaker1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/SPbreaker1.Log.final.out
STAR	SummaryLog	SPbreaker2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/SPbreaker2.Log.final.out
STAR	SummaryLog	SPrr2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/SPrr2.Log.final.out
STAR	SummaryLog	SPbreaker3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/SPbreaker3.Log.final.out
STAR	SummaryLog	SP1DPA3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/SP1DPA3.Log.final.out
STAR	SummaryLog	SP3DPA1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/SP3DPA1.Log.final.out
STAR	SummaryLog	SP15DPA2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/SP15DPA2.Log.final.out
STAR	SummaryLog	SP3DPA3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/SP3DPA3.Log.final.out
STAR	SummaryLog	SP15DPA1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/SP15DPA1.Log.final.out
STAR	SummaryLog	SP3DPA2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/SP3DPA2.Log.final.out
STAR	SummaryLog	SP15DPA3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/SP15DPA3.Log.final.out
STAR	SummaryLog	SPrr3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Spimp/SPrr3.Log.final.out
STAR	SummaryLog	ACrr3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Slyc_SE/ACrr3.Log.final.out
STAR	SummaryLog	AC1DPA1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Slyc_SE/AC1DPA1.Log.final.out
STAR	SummaryLog	AC15DPA1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Slyc_SE/AC15DPA1.Log.final.out
STAR	SummaryLog	AC3DPA3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Slyc_SE/AC3DPA3.Log.final.out
STAR	SummaryLog	AC15DPA2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Slyc_SE/AC15DPA2.Log.final.out
STAR	SummaryLog	ACrr2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Slyc_SE/ACrr2.Log.final.out
STAR	SummaryLog	AC15DPA3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Slyc_SE/AC15DPA3.Log.final.out
STAR	SummaryLog	AC3DPA1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Slyc_SE/AC3DPA1.Log.final.out
STAR	SummaryLog	ACrr1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Slyc_SE/ACrr1.Log.final.out
STAR	SummaryLog	ACbreaker2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Slyc_SE/ACbreaker2.Log.final.out
STAR	SummaryLog	AC1DPA2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Slyc_SE/AC1DPA2.Log.final.out
STAR	SummaryLog	ACbreaker3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Slyc_SE/ACbreaker3.Log.final.out
STAR	SummaryLog	AC1DPA3	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Slyc_SE/AC1DPA3.Log.final.out
STAR	SummaryLog	ACbreaker1	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Slyc_SE/ACbreaker1.Log.final.out
STAR	SummaryLog	AC3DPA2	/bigdata/littlab/arajewski/FULTranscriptomes/STAR/Slyc_SE/AC3DPA2.Log.final.out
